Speaker,Region,Phoneme,Sonority,Point of articulation,Vowel,Horizontal position,Vertical Position,Stress,Relative intensity
PB,Peru,t,voiceless,dental,a,central,low,stressed,31.3
PB,Peru,t,voiceless,dental,a,central,low,unstressed,25.6
PB,Peru,t,voiceless,dental,a,central,low,unstressed,34.4
PB,Peru,t,voiceless,dental,e,anterior,mid,stressed,33.1
PB,Peru,t,voiceless,dental,e,anterior,mid,stressed,38.8
PB,Peru,t,voiceless,dental,e,anterior,mid,unstressed,24.1
PB,Peru,t,voiceless,dental,e,anterior,mid,unstressed,20.1
PB,Peru,t,voiceless,dental,i,anterior,high,stressed,23.8
PB,Peru,t,voiceless,dental,i,anterior,high,stressed,27.4
PB,Peru,t,voiceless,dental,i,anterior,high,unstressed,15.4
PB,Peru,t,voiceless,dental,i,anterior,high,unstressed,24.3
PB,Peru,t,voiceless,dental,o,posterior,mid,stressed,32.4
PB,Peru,t,voiceless,dental,o,posterior,mid,stressed,37.6
PB,Peru,t,voiceless,dental,o,posterior,mid,unstressed,19.6
PB,Peru,t,voiceless,dental,o,posterior,mid,unstressed,27.5
PB,Peru,t,voiceless,dental,u,posterior,high,stressed,22.1
PB,Peru,t,voiceless,dental,u,posterior,high,stressed,28.1
PB,Peru,t,voiceless,dental,u,posterior,high,unstressed,19.7
PB,Peru,t,voiceless,dental,u,posterior,high,unstressed,17.4
SA,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,8.9
SA,Northcentral Spain,b,voiced,bilabial,a,central,low,stressed,6.3
SA,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,8.8
SA,Northcentral Spain,b,voiced,bilabial,a,central,low,unstressed,4.5
SA,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,11.1
SA,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,stressed,8.6
SA,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,8.5
SA,Northcentral Spain,b,voiced,bilabial,e,anterior,mid,unstressed,2.5
SA,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,1.3
SA,Northcentral Spain,b,voiced,bilabial,i,anterior,high,stressed,7.7
SA,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,5.3
SA,Northcentral Spain,b,voiced,bilabial,i,anterior,high,unstressed,5.9
SA,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,16.7
SA,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,stressed,9.6
SA,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,8.9
SA,Northcentral Spain,b,voiced,bilabial,o,posterior,mid,unstressed,5
SA,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,7.2
SA,Northcentral Spain,b,voiced,bilabial,u,posterior,high,stressed,8.8
SA,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,2.6
SA,Northcentral Spain,b,voiced,bilabial,u,posterior,high,unstressed,1.9
SA,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,19.3
SA,Northcentral Spain,k,voiceless,velar,a,central,low,stressed,22.1
SA,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,17.6
SA,Northcentral Spain,k,voiceless,velar,a,central,low,unstressed,17.8
SA,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,25.7
SA,Northcentral Spain,k,voiceless,velar,o,posterior,mid,stressed,25.9
SA,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,24.4
SA,Northcentral Spain,k,voiceless,velar,o,posterior,mid,unstressed,22.8
SA,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,18.7
SA,Northcentral Spain,k,voiceless,velar,u,posterior,high,stressed,21.4
SA,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,21.1
SA,Northcentral Spain,k,voiceless,velar,u,posterior,high,unstressed,23.7
SA,Northcentral Spain,d,voiced,dental,a,central,low,stressed,7.7
SA,Northcentral Spain,d,voiced,dental,a,central,low,stressed,6.8
SA,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,7.9
SA,Northcentral Spain,d,voiced,dental,a,central,low,unstressed,1.4
SA,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,11.7
SA,Northcentral Spain,d,voiced,dental,e,anterior,mid,stressed,3.6
SA,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,10.2
SA,Northcentral Spain,d,voiced,dental,e,anterior,mid,unstressed,0.9
SA,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,7.1
SA,Northcentral Spain,d,voiced,dental,i,anterior,high,stressed,10.4
SA,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,13.4
SA,Northcentral Spain,d,voiced,dental,i,anterior,high,unstressed,2.5
SA,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,5.2
SA,Northcentral Spain,d,voiced,dental,o,posterior,mid,stressed,1.2
SA,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,0.9
SA,Northcentral Spain,d,voiced,dental,o,posterior,mid,unstressed,0.8
SA,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,11.3
SA,Northcentral Spain,d,voiced,dental,u,posterior,high,stressed,7.5
SA,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,8
SA,Northcentral Spain,d,voiced,dental,u,posterior,high,unstressed,2.9
SA,Northcentral Spain,g,voiced,velar,a,central,low,stressed,9.2
SA,Northcentral Spain,g,voiced,velar,a,central,low,stressed,7
SA,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,3.1
SA,Northcentral Spain,g,voiced,velar,a,central,low,unstressed,6
SA,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,10.8
SA,Northcentral Spain,g,voiced,velar,o,posterior,mid,stressed,14
SA,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,17.3
SA,Northcentral Spain,g,voiced,velar,o,posterior,mid,unstressed,9.2
SA,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,1.6
SA,Northcentral Spain,g,voiced,velar,e,anterior,mid,stressed,7.3
SA,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,2.9
SA,Northcentral Spain,g,voiced,velar,e,anterior,mid,unstressed,9.5
SA,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,7
SA,Northcentral Spain,g,voiced,velar,i,anterior,high,stressed,5.1
SA,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,5.5
SA,Northcentral Spain,g,voiced,velar,i,anterior,high,unstressed,9.4
SA,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,9.2
SA,Northcentral Spain,g,voiced,velar,u,posterior,high,stressed,10.1
SA,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,3.7
SA,Northcentral Spain,g,voiced,velar,u,posterior,high,unstressed,0.2
SA,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,20.8
SA,Northcentral Spain,p,voiceless,bilabial,a,central,low,stressed,23
SA,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,23.9
SA,Northcentral Spain,p,voiceless,bilabial,a,central,low,unstressed,21.6
SA,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,25.5
SA,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,stressed,24.5
SA,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,25.5
SA,Northcentral Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,19
SA,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,21.3
SA,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,stressed,22.3
SA,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,20.7
SA,Northcentral Spain,p,voiceless,bilabial,i,anterior,high,unstressed,17.5
SA,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,29.6
SA,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,stressed,21.1
SA,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,25.2
SA,Northcentral Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,23.8
SA,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,22.2
SA,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,stressed,19.7
SA,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,19.6
SA,Northcentral Spain,p,voiceless,bilabial,u,posterior,high,unstressed,18.6
SA,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,23.5
SA,Northcentral Spain,k,voiceless,velar,e,anterior,mid,stressed,22.9
SA,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,16.7
SA,Northcentral Spain,k,voiceless,velar,e,anterior,mid,unstressed,21.4
SA,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,24.9
SA,Northcentral Spain,k,voiceless,velar,i,anterior,high,stressed,22.6
SA,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,20.4
SA,Northcentral Spain,k,voiceless,velar,i,anterior,high,unstressed,23.8
SA,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,24.3
SA,Northcentral Spain,t,voiceless,dental,a,central,low,stressed,28.6
SA,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,24.9
SA,Northcentral Spain,t,voiceless,dental,a,central,low,unstressed,24.9
SA,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,23.1
SA,Northcentral Spain,t,voiceless,dental,e,anterior,mid,stressed,21.1
SA,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,21.5
SA,Northcentral Spain,t,voiceless,dental,e,anterior,mid,unstressed,20.4
SA,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,19.4
SA,Northcentral Spain,t,voiceless,dental,i,anterior,high,stressed,23.4
SA,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,18.7
SA,Northcentral Spain,t,voiceless,dental,i,anterior,high,unstressed,16.5
SA,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,26.9
SA,Northcentral Spain,t,voiceless,dental,o,posterior,mid,stressed,23.1
SA,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,25.5
SA,Northcentral Spain,t,voiceless,dental,o,posterior,mid,unstressed,24.4
SA,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,29.9
SA,Northcentral Spain,t,voiceless,dental,u,posterior,high,stressed,27
SA,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,18.9
SA,Northcentral Spain,t,voiceless,dental,u,posterior,high,unstressed,21
IB,Southern Insular Spain,b,voiced,bilabial,a,central,low,stressed,15.4
IB,Southern Insular Spain,b,voiced,bilabial,a,central,low,stressed,10.3
IB,Southern Insular Spain,b,voiced,bilabial,a,central,low,unstressed,4.1
IB,Southern Insular Spain,b,voiced,bilabial,a,central,low,unstressed,4.7
IB,Southern Insular Spain,b,voiced,bilabial,e,anterior,mid,stressed,18
IB,Southern Insular Spain,b,voiced,bilabial,e,anterior,mid,stressed,12.9
IB,Southern Insular Spain,b,voiced,bilabial,e,anterior,mid,unstressed,8.5
IB,Southern Insular Spain,b,voiced,bilabial,e,anterior,mid,unstressed,5.4
IB,Southern Insular Spain,b,voiced,bilabial,i,anterior,high,stressed,7.8
IB,Southern Insular Spain,b,voiced,bilabial,i,anterior,high,stressed,14.4
IB,Southern Insular Spain,b,voiced,bilabial,i,anterior,high,unstressed,8.7
IB,Southern Insular Spain,b,voiced,bilabial,i,anterior,high,unstressed,5.3
IB,Southern Insular Spain,b,voiced,bilabial,o,posterior,mid,stressed,10.5
IB,Southern Insular Spain,b,voiced,bilabial,o,posterior,mid,stressed,14.3
IB,Southern Insular Spain,b,voiced,bilabial,o,posterior,mid,unstressed,7
IB,Southern Insular Spain,b,voiced,bilabial,o,posterior,mid,unstressed,8
IB,Southern Insular Spain,b,voiced,bilabial,u,posterior,high,stressed,12.6
IB,Southern Insular Spain,b,voiced,bilabial,u,posterior,high,stressed,13.4
IB,Southern Insular Spain,b,voiced,bilabial,u,posterior,high,unstressed,5.2
IB,Southern Insular Spain,b,voiced,bilabial,u,posterior,high,unstressed,0.3
IB,Southern Insular Spain,k,voiceless,velar,a,central,low,stressed,20.7
IB,Southern Insular Spain,k,voiceless,velar,a,central,low,stressed,27.1
IB,Southern Insular Spain,k,voiceless,velar,a,central,low,unstressed,21.7
IB,Southern Insular Spain,k,voiceless,velar,a,central,low,unstressed,19.5
IB,Southern Insular Spain,k,voiceless,velar,o,posterior,mid,stressed,28.2
IB,Southern Insular Spain,k,voiceless,velar,o,posterior,mid,stressed,25.9
IB,Southern Insular Spain,k,voiceless,velar,o,posterior,mid,unstressed,22.7
IB,Southern Insular Spain,k,voiceless,velar,o,posterior,mid,unstressed,19.1
IB,Southern Insular Spain,k,voiceless,velar,u,posterior,high,stressed,24.3
IB,Southern Insular Spain,k,voiceless,velar,u,posterior,high,stressed,26.1
IB,Southern Insular Spain,k,voiceless,velar,u,posterior,high,unstressed,22.2
IB,Southern Insular Spain,k,voiceless,velar,u,posterior,high,unstressed,18.9
IB,Southern Insular Spain,d,voiced,dental,a,central,low,stressed,12.3
IB,Southern Insular Spain,d,voiced,dental,a,central,low,stressed,11.1
IB,Southern Insular Spain,d,voiced,dental,a,central,low,unstressed,7.2
IB,Southern Insular Spain,d,voiced,dental,a,central,low,unstressed,8.5
IB,Southern Insular Spain,d,voiced,dental,e,anterior,mid,stressed,6.3
IB,Southern Insular Spain,d,voiced,dental,e,anterior,mid,stressed,4.6
IB,Southern Insular Spain,d,voiced,dental,e,anterior,mid,unstressed,3.7
IB,Southern Insular Spain,d,voiced,dental,e,anterior,mid,unstressed,4.3
IB,Southern Insular Spain,d,voiced,dental,i,anterior,high,stressed,9.8
IB,Southern Insular Spain,d,voiced,dental,i,anterior,high,stressed,13.1
IB,Southern Insular Spain,d,voiced,dental,i,anterior,high,unstressed,6.7
IB,Southern Insular Spain,d,voiced,dental,i,anterior,high,unstressed,6.5
IB,Southern Insular Spain,d,voiced,dental,o,posterior,mid,stressed,8.5
IB,Southern Insular Spain,d,voiced,dental,o,posterior,mid,stressed,11.7
IB,Southern Insular Spain,d,voiced,dental,o,posterior,mid,unstressed,5.3
IB,Southern Insular Spain,d,voiced,dental,o,posterior,mid,unstressed,8.8
IB,Southern Insular Spain,d,voiced,dental,u,posterior,high,stressed,10.5
IB,Southern Insular Spain,d,voiced,dental,u,posterior,high,stressed,16.6
IB,Southern Insular Spain,d,voiced,dental,u,posterior,high,unstressed,5.7
IB,Southern Insular Spain,d,voiced,dental,u,posterior,high,unstressed,5.9
IB,Southern Insular Spain,g,voiced,velar,a,central,low,stressed,10.5
IB,Southern Insular Spain,g,voiced,velar,a,central,low,stressed,9.5
IB,Southern Insular Spain,g,voiced,velar,a,central,low,unstressed,7.4
IB,Southern Insular Spain,g,voiced,velar,a,central,low,unstressed,14.2
IB,Southern Insular Spain,g,voiced,velar,o,posterior,mid,stressed,7.6
IB,Southern Insular Spain,g,voiced,velar,o,posterior,mid,stressed,6.4
IB,Southern Insular Spain,g,voiced,velar,o,posterior,mid,unstressed,1.3
IB,Southern Insular Spain,g,voiced,velar,o,posterior,mid,unstressed,12.4
IB,Southern Insular Spain,g,voiced,velar,e,anterior,mid,stressed,13.4
IB,Southern Insular Spain,g,voiced,velar,e,anterior,mid,stressed,4.6
IB,Southern Insular Spain,g,voiced,velar,e,anterior,mid,unstressed,8.4
IB,Southern Insular Spain,g,voiced,velar,e,anterior,mid,unstressed,8.4
IB,Southern Insular Spain,g,voiced,velar,i,anterior,high,stressed,13.1
IB,Southern Insular Spain,g,voiced,velar,i,anterior,high,stressed,8.6
IB,Southern Insular Spain,g,voiced,velar,i,anterior,high,unstressed,3.8
IB,Southern Insular Spain,g,voiced,velar,i,anterior,high,unstressed,7.7
IB,Southern Insular Spain,g,voiced,velar,u,posterior,high,stressed,5.2
IB,Southern Insular Spain,g,voiced,velar,u,posterior,high,stressed,5.8
IB,Southern Insular Spain,g,voiced,velar,u,posterior,high,unstressed,2.7
IB,Southern Insular Spain,g,voiced,velar,u,posterior,high,unstressed,0.4
IB,Southern Insular Spain,p,voiceless,bilabial,a,central,low,stressed,23.4
IB,Southern Insular Spain,p,voiceless,bilabial,a,central,low,stressed,27.6
IB,Southern Insular Spain,p,voiceless,bilabial,a,central,low,unstressed,22
IB,Southern Insular Spain,p,voiceless,bilabial,a,central,low,unstressed,19.3
IB,Southern Insular Spain,p,voiceless,bilabial,e,anterior,mid,stressed,25.2
IB,Southern Insular Spain,p,voiceless,bilabial,e,anterior,mid,stressed,31.8
IB,Southern Insular Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,25
IB,Southern Insular Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,23.7
IB,Southern Insular Spain,p,voiceless,bilabial,i,anterior,high,stressed,26.2
IB,Southern Insular Spain,p,voiceless,bilabial,i,anterior,high,stressed,23
IB,Southern Insular Spain,p,voiceless,bilabial,i,anterior,high,unstressed,20
IB,Southern Insular Spain,p,voiceless,bilabial,i,anterior,high,unstressed,20.7
IB,Southern Insular Spain,p,voiceless,bilabial,o,posterior,mid,stressed,26.6
IB,Southern Insular Spain,p,voiceless,bilabial,o,posterior,mid,stressed,26.5
IB,Southern Insular Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,22.3
IB,Southern Insular Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,22.6
IB,Southern Insular Spain,p,voiceless,bilabial,u,posterior,high,stressed,25.7
IB,Southern Insular Spain,p,voiceless,bilabial,u,posterior,high,stressed,24.4
IB,Southern Insular Spain,p,voiceless,bilabial,u,posterior,high,unstressed,22.6
IB,Southern Insular Spain,p,voiceless,bilabial,u,posterior,high,unstressed,18.7
IB,Southern Insular Spain,k,voiceless,velar,e,anterior,mid,stressed,22.4
IB,Southern Insular Spain,k,voiceless,velar,e,anterior,mid,stressed,25.8
IB,Southern Insular Spain,k,voiceless,velar,e,anterior,mid,unstressed,16.5
IB,Southern Insular Spain,k,voiceless,velar,e,anterior,mid,unstressed,19.6
IB,Southern Insular Spain,k,voiceless,velar,i,anterior,high,stressed,20.5
IB,Southern Insular Spain,k,voiceless,velar,i,anterior,high,stressed,16.1
IB,Southern Insular Spain,k,voiceless,velar,i,anterior,high,unstressed,12.6
IB,Southern Insular Spain,k,voiceless,velar,i,anterior,high,unstressed,15.4
IB,Southern Insular Spain,t,voiceless,dental,a,central,low,stressed,26.6
IB,Southern Insular Spain,t,voiceless,dental,a,central,low,stressed,29
IB,Southern Insular Spain,t,voiceless,dental,a,central,low,unstressed,22.9
IB,Southern Insular Spain,t,voiceless,dental,a,central,low,unstressed,18.8
IB,Southern Insular Spain,t,voiceless,dental,e,anterior,mid,stressed,30.1
IB,Southern Insular Spain,t,voiceless,dental,e,anterior,mid,stressed,30.9
IB,Southern Insular Spain,t,voiceless,dental,e,anterior,mid,unstressed,26.3
IB,Southern Insular Spain,t,voiceless,dental,e,anterior,mid,unstressed,19.7
IB,Southern Insular Spain,t,voiceless,dental,i,anterior,high,stressed,27.4
IB,Southern Insular Spain,t,voiceless,dental,i,anterior,high,stressed,25.7
IB,Southern Insular Spain,t,voiceless,dental,i,anterior,high,unstressed,18.1
IB,Southern Insular Spain,t,voiceless,dental,i,anterior,high,unstressed,18.7
IB,Southern Insular Spain,t,voiceless,dental,o,posterior,mid,stressed,23.9
IB,Southern Insular Spain,t,voiceless,dental,o,posterior,mid,stressed,20.6
IB,Southern Insular Spain,t,voiceless,dental,o,posterior,mid,unstressed,18.7
IB,Southern Insular Spain,t,voiceless,dental,o,posterior,mid,unstressed,20.7
IB,Southern Insular Spain,t,voiceless,dental,u,posterior,high,stressed,27.1
IB,Southern Insular Spain,t,voiceless,dental,u,posterior,high,stressed,25.8
IB,Southern Insular Spain,t,voiceless,dental,u,posterior,high,unstressed,20
IB,Southern Insular Spain,t,voiceless,dental,u,posterior,high,unstressed,20.3
IC,Southern Insular Spain,b,voiced,bilabial,a,central,low,stressed,14
IC,Southern Insular Spain,b,voiced,bilabial,a,central,low,stressed,19.6
IC,Southern Insular Spain,b,voiced,bilabial,a,central,low,unstressed,8
IC,Southern Insular Spain,b,voiced,bilabial,a,central,low,unstressed,11.6
IC,Southern Insular Spain,b,voiced,bilabial,e,anterior,mid,stressed,14
IC,Southern Insular Spain,b,voiced,bilabial,e,anterior,mid,stressed,20.4
IC,Southern Insular Spain,b,voiced,bilabial,e,anterior,mid,unstressed,8.1
IC,Southern Insular Spain,b,voiced,bilabial,e,anterior,mid,unstressed,10.5
IC,Southern Insular Spain,b,voiced,bilabial,i,anterior,high,stressed,11.2
IC,Southern Insular Spain,b,voiced,bilabial,i,anterior,high,stressed,13.9
IC,Southern Insular Spain,b,voiced,bilabial,i,anterior,high,unstressed,16.7
IC,Southern Insular Spain,b,voiced,bilabial,i,anterior,high,unstressed,11
IC,Southern Insular Spain,b,voiced,bilabial,o,posterior,mid,stressed,17.3
IC,Southern Insular Spain,b,voiced,bilabial,o,posterior,mid,stressed,24.9
IC,Southern Insular Spain,b,voiced,bilabial,o,posterior,mid,unstressed,12.2
IC,Southern Insular Spain,b,voiced,bilabial,o,posterior,mid,unstressed,11.6
IC,Southern Insular Spain,b,voiced,bilabial,u,posterior,high,stressed,9.1
IC,Southern Insular Spain,b,voiced,bilabial,u,posterior,high,stressed,23.7
IC,Southern Insular Spain,b,voiced,bilabial,u,posterior,high,unstressed,10.3
IC,Southern Insular Spain,b,voiced,bilabial,u,posterior,high,unstressed,10.5
IC,Southern Insular Spain,k,voiceless,velar,a,central,low,stressed,25.2
IC,Southern Insular Spain,k,voiceless,velar,a,central,low,stressed,18.2
IC,Southern Insular Spain,k,voiceless,velar,a,central,low,unstressed,19.5
IC,Southern Insular Spain,k,voiceless,velar,a,central,low,unstressed,14
IC,Southern Insular Spain,k,voiceless,velar,o,posterior,mid,stressed,26.1
IC,Southern Insular Spain,k,voiceless,velar,o,posterior,mid,stressed,25.1
IC,Southern Insular Spain,k,voiceless,velar,o,posterior,mid,unstressed,19.9
IC,Southern Insular Spain,k,voiceless,velar,o,posterior,mid,unstressed,22.4
IC,Southern Insular Spain,k,voiceless,velar,u,posterior,high,stressed,22.6
IC,Southern Insular Spain,k,voiceless,velar,u,posterior,high,stressed,22.3
IC,Southern Insular Spain,k,voiceless,velar,u,posterior,high,unstressed,16.7
IC,Southern Insular Spain,k,voiceless,velar,u,posterior,high,unstressed,17.8
IC,Southern Insular Spain,d,voiced,dental,a,central,low,stressed,16.8
IC,Southern Insular Spain,d,voiced,dental,a,central,low,stressed,9.9
IC,Southern Insular Spain,d,voiced,dental,a,central,low,unstressed,2.6
IC,Southern Insular Spain,d,voiced,dental,a,central,low,unstressed,7.2
IC,Southern Insular Spain,d,voiced,dental,e,anterior,mid,stressed,17.3
IC,Southern Insular Spain,d,voiced,dental,e,anterior,mid,stressed,16.3
IC,Southern Insular Spain,d,voiced,dental,e,anterior,mid,unstressed,6
IC,Southern Insular Spain,d,voiced,dental,e,anterior,mid,unstressed,10.8
IC,Southern Insular Spain,d,voiced,dental,i,anterior,high,stressed,9.1
IC,Southern Insular Spain,d,voiced,dental,i,anterior,high,stressed,9.7
IC,Southern Insular Spain,d,voiced,dental,i,anterior,high,unstressed,8.4
IC,Southern Insular Spain,d,voiced,dental,i,anterior,high,unstressed,11
IC,Southern Insular Spain,d,voiced,dental,o,posterior,mid,stressed,21.2
IC,Southern Insular Spain,d,voiced,dental,o,posterior,mid,stressed,17.2
IC,Southern Insular Spain,d,voiced,dental,o,posterior,mid,unstressed,6.8
IC,Southern Insular Spain,d,voiced,dental,o,posterior,mid,unstressed,12.2
IC,Southern Insular Spain,d,voiced,dental,u,posterior,high,stressed,18.8
IC,Southern Insular Spain,d,voiced,dental,u,posterior,high,stressed,21.4
IC,Southern Insular Spain,d,voiced,dental,u,posterior,high,unstressed,4.2
IC,Southern Insular Spain,d,voiced,dental,u,posterior,high,unstressed,8.6
IC,Southern Insular Spain,g,voiced,velar,a,central,low,stressed,9.6
IC,Southern Insular Spain,g,voiced,velar,a,central,low,stressed,17.2
IC,Southern Insular Spain,g,voiced,velar,a,central,low,unstressed,11.2
IC,Southern Insular Spain,g,voiced,velar,a,central,low,unstressed,12.1
IC,Southern Insular Spain,g,voiced,velar,o,posterior,mid,stressed,17.3
IC,Southern Insular Spain,g,voiced,velar,o,posterior,mid,stressed,25
IC,Southern Insular Spain,g,voiced,velar,o,posterior,mid,unstressed,13.3
IC,Southern Insular Spain,g,voiced,velar,o,posterior,mid,unstressed,7.4
IC,Southern Insular Spain,g,voiced,velar,e,anterior,mid,stressed,14.4
IC,Southern Insular Spain,g,voiced,velar,e,anterior,mid,stressed,14.4
IC,Southern Insular Spain,g,voiced,velar,e,anterior,mid,unstressed,4
IC,Southern Insular Spain,g,voiced,velar,e,anterior,mid,unstressed,7.6
IC,Southern Insular Spain,g,voiced,velar,i,anterior,high,stressed,16.5
IC,Southern Insular Spain,g,voiced,velar,i,anterior,high,stressed,10.9
IC,Southern Insular Spain,g,voiced,velar,i,anterior,high,unstressed,11.1
IC,Southern Insular Spain,g,voiced,velar,i,anterior,high,unstressed,7.3
IC,Southern Insular Spain,g,voiced,velar,u,posterior,high,stressed,5.8
IC,Southern Insular Spain,g,voiced,velar,u,posterior,high,stressed,14.8
IC,Southern Insular Spain,g,voiced,velar,u,posterior,high,unstressed,0.5
IC,Southern Insular Spain,g,voiced,velar,u,posterior,high,unstressed,3.3
IC,Southern Insular Spain,p,voiceless,bilabial,a,central,low,stressed,22.2
IC,Southern Insular Spain,p,voiceless,bilabial,a,central,low,stressed,24.7
IC,Southern Insular Spain,p,voiceless,bilabial,a,central,low,unstressed,14
IC,Southern Insular Spain,p,voiceless,bilabial,a,central,low,unstressed,13.4
IC,Southern Insular Spain,p,voiceless,bilabial,e,anterior,mid,stressed,27.8
IC,Southern Insular Spain,p,voiceless,bilabial,e,anterior,mid,stressed,31.3
IC,Southern Insular Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,22.4
IC,Southern Insular Spain,p,voiceless,bilabial,e,anterior,mid,unstressed,17.4
IC,Southern Insular Spain,p,voiceless,bilabial,i,anterior,high,stressed,24.7
IC,Southern Insular Spain,p,voiceless,bilabial,i,anterior,high,stressed,21.1
IC,Southern Insular Spain,p,voiceless,bilabial,i,anterior,high,unstressed,16.1
IC,Southern Insular Spain,p,voiceless,bilabial,i,anterior,high,unstressed,13.5
IC,Southern Insular Spain,p,voiceless,bilabial,o,posterior,mid,stressed,31
IC,Southern Insular Spain,p,voiceless,bilabial,o,posterior,mid,stressed,35.6
IC,Southern Insular Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,21.8
IC,Southern Insular Spain,p,voiceless,bilabial,o,posterior,mid,unstressed,17.1
IC,Southern Insular Spain,p,voiceless,bilabial,u,posterior,high,stressed,25.1
IC,Southern Insular Spain,p,voiceless,bilabial,u,posterior,high,stressed,22.6
IC,Southern Insular Spain,p,voiceless,bilabial,u,posterior,high,unstressed,13.7
IC,Southern Insular Spain,p,voiceless,bilabial,u,posterior,high,unstressed,21.8
IC,Southern Insular Spain,k,voiceless,velar,e,anterior,mid,stressed,28.1
IC,Southern Insular Spain,k,voiceless,velar,e,anterior,mid,stressed,18.6
IC,Southern Insular Spain,k,voiceless,velar,e,anterior,mid,unstressed,15.3
IC,Southern Insular Spain,k,voiceless,velar,e,anterior,mid,unstressed,17.9
IC,Southern Insular Spain,k,voiceless,velar,i,anterior,high,stressed,27.4
IC,Southern Insular Spain,k,voiceless,velar,i,anterior,high,stressed,27.8
IC,Southern Insular Spain,k,voiceless,velar,i,anterior,high,unstressed,14.9
